"","index","origin","ori_latitude","ori_longitude","destination","desti_latitude","desti_longitude","arr_delay","dep_delay","total_routes","route"
"128",127,"ATL",33.6366996765137,-84.4281005859375,"SLC",40.7883987426758,-111.977996826172,-1.88768115942029,9.8768115942029,276,"ATL-SLC"
"129",128,"ATL",33.6366996765137,-84.4281005859375,"SMF",38.6954002380371,-121.591003417969,0.385964912280702,14.8421052631579,57,"ATL-SMF"
"130",129,"ATL",33.6366996765137,-84.4281005859375,"SNA",33.67570114,-117.8679962,-2.18478260869565,11.5108695652174,92,"ATL-SNA"
"131",130,"ATL",33.6366996765137,-84.4281005859375,"SRQ",27.3953990936279,-82.5543975830078,3.72316384180791,8.34463276836158,177,"ATL-SRQ"
"132",131,"ATL",33.6366996765137,-84.4281005859375,"STL",38.7486991882324,-90.370002746582,1.96694214876033,7.68181818181818,242,"ATL-STL"
"133",132,"ATL",33.6366996765137,-84.4281005859375,"STT",18.3372993469238,-64.9733963012695,-5.45454545454545,2.1969696969697,66,"ATL-STT"
"134",133,"ATL",33.6366996765137,-84.4281005859375,"STX",17.7019004821777,-64.7985992431641,3,5.25,4,"ATL-STX"
"135",134,"ATL",33.6366996765137,-84.4281005859375,"SYR",43.111198425293,-76.1063003540039,-0.173913043478261,7.57608695652174,92,"ATL-SYR"
"136",135,"ATL",33.6366996765137,-84.4281005859375,"TLH",30.3964996337891,-84.3503036499023,2.90217391304348,8.31521739130435,92,"ATL-TLH"
"137",136,"ATL",33.6366996765137,-84.4281005859375,"TPA",27.9755001068115,-82.533203125,5.48672566371681,9.3141592920354,452,"ATL-TPA"
"138",137,"ATL",33.6366996765137,-84.4281005859375,"TRI",36.4752006530762,-82.4074020385742,-2.51612903225806,3.29032258064516,31,"ATL-TRI"
"139",138,"ATL",33.6366996765137,-84.4281005859375,"TUL",36.1983985900879,-95.8880996704102,2.46052631578947,12.5131578947368,76,"ATL-TUL"
"140",139,"ATL",33.6366996765137,-84.4281005859375,"TUS",32.1161003112793,-110.94100189209,-1.29310344827586,12.7413793103448,58,"ATL-TUS"
"141",140,"ATL",33.6366996765137,-84.4281005859375,"TYS",35.81100082,-83.9940033,NA,7.42465753424658,73,"ATL-TYS"
"142",141,"ATL",33.6366996765137,-84.4281005859375,"VPS",30.4832,-86.525398,0.567567567567568,6.81081081081081,185,"ATL-VPS"
"143",142,"ATL",33.6366996765137,-84.4281005859375,"XNA",36.281898,-94.306801,5.63793103448276,13.1896551724138,58,"ATL-XNA"
"144",143,"ATW",44.2580986023,-88.5190963745,"ATL",33.6366996765137,-84.4281005859375,-5.61290322580645,-1.80645161290323,31,"ATW-ATL"
"145",144,"ATW",44.2580986023,-88.5190963745,"DTW",42.2123985290527,-83.353401184082,-14.2962962962963,-4.77777777777778,27,"ATW-DTW"
"146",145,"ATW",44.2580986023,-88.5190963745,"MSP",44.8819999695,-93.2218017578,-11,-3,1,"ATW-MSP"
"147",146,"AUS",30.1944999694824,-97.6698989868164,"ATL",33.6366996765137,-84.4281005859375,2.02347417840376,8.04225352112676,213,"AUS-ATL"
"148",147,"AUS",30.1944999694824,-97.6698989868164,"CLT",35.2140007019043,-80.9430999755859,NA,NA,29,"AUS-CLT"
"149",148,"AUS",30.1944999694824,-97.6698989868164,"DFW",32.896800994873,-97.0380020141602,-3.45054945054945,4.42417582417582,455,"AUS-DFW"
"150",149,"AUS",30.1944999694824,-97.6698989868164,"DTW",42.2123985290527,-83.353401184082,-6.16129032258065,1.03225806451613,31,"AUS-DTW"
"151",150,"AUS",30.1944999694824,-97.6698989868164,"JFK",40.63980103,-73.77890015,NA,NA,88,"AUS-JFK"
"152",151,"AUS",30.1944999694824,-97.6698989868164,"LAX",33.94250107,-118.4079971,NA,NA,120,"AUS-LAX"
"153",152,"AUS",30.1944999694824,-97.6698989868164,"MIA",25.7931995391846,-80.2906036376953,5.35294117647059,1.94117647058824,17,"AUS-MIA"
"154",153,"AUS",30.1944999694824,-97.6698989868164,"MSP",44.8819999695,-93.2218017578,-11.0384615384615,-1.26923076923077,26,"AUS-MSP"
"155",154,"AUS",30.1944999694824,-97.6698989868164,"ORD",41.97859955,-87.90480042,NA,NA,117,"AUS-ORD"
"156",155,"AUS",30.1944999694824,-97.6698989868164,"PHL",39.871898651123,-75.241096496582,5.34,6.54,50,"AUS-PHL"
"157",156,"AUS",30.1944999694824,-97.6698989868164,"PHX",33.4342994689941,-112.012001037598,-5.48148148148148,0.0740740740740741,27,"AUS-PHX"
"158",157,"AUS",30.1944999694824,-97.6698989868164,"SLC",40.7883987426758,-111.977996826172,3.03448275862069,11.6896551724138,58,"AUS-SLC"
"159",158,"AVL",35.4361991882324,-82.5418014526367,"ATL",33.6366996765137,-84.4281005859375,-7.42857142857143,5.74603174603175,63,"AVL-ATL"
"160",159,"BDL",41.9388999939,-72.6831970215,"ATL",33.6366996765137,-84.4281005859375,NA,5.41293532338308,201,"BDL-ATL"
"161",160,"BDL",41.9388999939,-72.6831970215,"CLT",35.2140007019043,-80.9430999755859,-1.25609756097561,6.09756097560976,164,"BDL-CLT"
"162",161,"BDL",41.9388999939,-72.6831970215,"DFW",32.896800994873,-97.0380020141602,NA,NA,62,"BDL-DFW"
"163",162,"BDL",41.9388999939,-72.6831970215,"DTW",42.2123985290527,-83.353401184082,-0.971631205673759,4.60992907801418,141,"BDL-DTW"
"164",163,"BDL",41.9388999939,-72.6831970215,"MIA",25.7931995391846,-80.2906036376953,1.38709677419355,2.64516129032258,31,"BDL-MIA"
"165",164,"BDL",41.9388999939,-72.6831970215,"MSP",44.8819999695,-93.2218017578,-6.70786516853933,-1.60674157303371,89,"BDL-MSP"
"166",165,"BGR",44.8073997497559,-68.8281021118164,"DTW",42.2123985290527,-83.353401184082,-4.78947368421053,0.842105263157895,57,"BGR-DTW"
"167",166,"BHM",33.56290054,-86.75350189,"ATL",33.6366996765137,-84.4281005859375,NA,11.1619047619048,315,"BHM-ATL"
"168",167,"BIL",45.8077011108398,-108.542999267578,"MSP",44.8819999695,-93.2218017578,NA,2.82417582417582,91,"BIL-MSP"
"169",168,"BIL",45.8077011108398,-108.542999267578,"SLC",40.7883987426758,-111.977996826172,-4.02941176470588,-2.41176470588235,34,"BIL-SLC"
"170",169,"BIS",46.7727012634277,-100.746002197266,"MSP",44.8819999695,-93.2218017578,-1.8,-1.53333333333333,30,"BIS-MSP"
"171",170,"BNA",36.1245002746582,-86.6781997680664,"ATL",33.6366996765137,-84.4281005859375,NA,7.58307210031348,319,"BNA-ATL"
"172",171,"BNA",36.1245002746582,-86.6781997680664,"CLT",35.2140007019043,-80.9430999755859,NA,5.5929203539823,113,"BNA-CLT"
"173",172,"BNA",36.1245002746582,-86.6781997680664,"DFW",32.896800994873,-97.0380020141602,NA,NA,270,"BNA-DFW"
"174",173,"BNA",36.1245002746582,-86.6781997680664,"DTW",42.2123985290527,-83.353401184082,4.61486486486486,9.96621621621622,148,"BNA-DTW"
"175",174,"BNA",36.1245002746582,-86.6781997680664,"LAX",33.94250107,-118.4079971,7.57777777777778,10.6333333333333,90,"BNA-LAX"
"176",175,"BOI",43.56439972,-116.2229996,"MSP",44.8819999695,-93.2218017578,-5.68965517241379,-0.275862068965517,87,"BOI-MSP"
"177",176,"BOI",43.56439972,-116.2229996,"PHX",33.4342994689941,-112.012001037598,6.18681318681319,7.48351648351648,91,"BOI-PHX"
"178",177,"BOI",43.56439972,-116.2229996,"SLC",40.7883987426758,-111.977996826172,-7.72222222222222,-3.18518518518519,54,"BOI-SLC"
"179",178,"BOS",42.36429977,-71.00520325,"ATL",33.6366996765137,-84.4281005859375,NA,10.7859154929577,355,"BOS-ATL"
"180",179,"BOS",42.36429977,-71.00520325,"CLT",35.2140007019043,-80.9430999755859,NA,NA,285,"BOS-CLT"
"181",180,"BOS",42.36429977,-71.00520325,"CVG",39.0488014221,-84.6678009033,11.6428571428571,12.7142857142857,28,"BOS-CVG"
"182",181,"BOS",42.36429977,-71.00520325,"DCA",38.8521,-77.037697,NA,NA,437,"BOS-DCA"
"183",182,"BOS",42.36429977,-71.00520325,"DFW",32.896800994873,-97.0380020141602,NA,NA,244,"BOS-DFW"
"184",183,"BOS",42.36429977,-71.00520325,"DTW",42.2123985290527,-83.353401184082,1.10502283105023,9.99086757990868,219,"BOS-DTW"
"185",184,"BOS",42.36429977,-71.00520325,"JFK",40.63980103,-73.77890015,NA,NA,270,"BOS-JFK"
"186",185,"BOS",42.36429977,-71.00520325,"LAX",33.94250107,-118.4079971,NA,NA,203,"BOS-LAX"
"187",186,"BOS",42.36429977,-71.00520325,"LGA",40.77719879,-73.87259674,NA,NA,566,"BOS-LGA"
"188",187,"BOS",42.36429977,-71.00520325,"MCO",28.4293994903564,-81.3089981079102,NA,6.33333333333333,60,"BOS-MCO"
"189",188,"BOS",42.36429977,-71.00520325,"MIA",25.7931995391846,-80.2906036376953,NA,NA,217,"BOS-MIA"
"190",189,"BOS",42.36429977,-71.00520325,"MSP",44.8819999695,-93.2218017578,5.69060773480663,10.6243093922652,181,"BOS-MSP"
